CAPCP Geocodes,EC CLC,UU Scale,UU Name,don't touch this tab
4711075,,CSD,Osler,
4711059,,CSD,Lost River No. 313,
4711052,,CSD,Morris No. 312,
4711094,,CSD,Plunkett,
4711026,,CSD,Rudy No. 284,
4711056,,CSD,Young,
4711049,,CSD,Lanigan,
4711038,,CSD,Bladworth,
4711011,,CSD,Arm River No. 252,
4712,,CD,Division No. 12,
4712833,,CSD,Sweet Grass 113,
4712050,,CSD,Perdue No. 346,
4712059,065434,CSD,Asquith,
4712072,,CSD,Rosemount No. 378,
4712031,,CSD,Tessier,
4712032,,CSD,Harris,
4712006,066364,CSD,Rosetown,
4712079,066260,CSD,Battleford,
4712034,,CSD,Marriott No. 317,
4712056,065434,CSD,Delisle,
4712020,,CSD,Fertile Valley No. 285,
4712014,,CSD,Wiseton,
4712001,,CSD,Pleasant Valley No. 288,
4712830,,CSD,Mosquito 109,
4712058,065434,CSD,Vanscoy,
4712008,,CSD,Zealandia,
4712042,,CSD,Biggar No. 347,
4712837,,CSD,Sweet Grass 113-M16,
4712829,,CSD,Red Pheasant 108,
4712054,,CSD,Vanscoy No. 345,
4712051,,CSD,Perdue,
4712011,,CSD,Milden No. 286,
4712012,,CSD,Milden,
4712022,,CSD,Conquest,
4712016,,CSD,Dinsmore,
4712078,,CSD,Battle River No. 438,
4712832,,CSD,Grizzly Bear's Head 110 and Lean Man 111,
4712046,,CSD,Biggar,
4712029,,CSD,Harris No. 316,
4712026,,CSD,Montrose No. 315,
4712019,,CSD,Macrorie,
4712064,,CSD,Eagle Creek No. 376,
4712038,,CSD,Mountain View No. 318,
4712004,,CSD,St. Andrews No. 287,
4712069,,CSD,Glenside No. 377,
4712052,,CSD,Kinley,
4713,,CD,Division No. 13,
4713079,,CSD,Manitou Lake No. 442,
4713096,,CSD,Cut Knife No. 439,
4713049,,CSD,Eye Hill No. 382,
4713038,,CSD,Mariposa No. 350,
4713011,,CSD,Milton No. 292,
4713004,,CSD,Netherhill,
4713835,,CSD,Poundmaker 114,
4713069,,CSD,Wilkie,
4713028,,CSD,Winslow No. 319,
4713006,,CSD,Kindersley No. 290,
4713836,,CSD,Little Pine 116,
4713044,,CSD,Luseland,
4713021,,CSD,Major,
4713042,,CSD,Kerrobert,
4713002,,CSD,Brock,
4713091,,CSD,Marsden,
4713098,,CSD,Cut Knife,
4713059,,CSD,Tramping Lake No. 380,
4713062,,CSD,Scott,
4713054,,CSD,Denzil,
4713009,,CSD,Flaxcombe,
4713051,,CSD,Macklin,
4713056,,CSD,Grass Lake No. 381,
4713074,,CSD,Unity,
4713033,,CSD,Ruthilda,
4713041,,CSD,Progress No. 351,
4713064,,CSD,Reford No. 379,
4713046,,CSD,Heart's Hill No. 352,
4713032,,CSD,Grandview No. 349,
4713019,,CSD,Prairiedale No. 321,
4713029,,CSD,Dodsland,
4713022,,CSD,Smiley,
4713008,,CSD,Kindersley,
4713026,,CSD,Coleville,
4713094,,CSD,Neilburg,
4713068,,CSD,Buffalo No. 409,
4713078,,CSD,Senlac,
4713014,,CSD,Marengo,
4713039,,CSD,Tramping Lake,
4713076,,CSD,Senlac No. 411,
4713072,,CSD,Round Valley No. 410,
4713053,,CSD,Primate,
4713067,,CSD,Landis,
4713016,,CSD,Antelope Park No. 322,
4713031,,CSD,Plenty,
4713092,,CSD,Hillsdale No. 440,
4713024,,CSD,Oakdale No. 320,
4714,,CD,Division No. 14,
4714068,,CSD,Tobin Lake,
4714043,,CSD,Tisdale No. 427,
4714030,,CSD,Pleasantdale,
4714007,,CSD,Porcupine Plain,
4714026,,CSD,Spalding No. 368,
4714036,,CSD,Archerwill,
4714092,,CSD,Choiceland,
4714839,,CSD,Shoal Lake 28A,
4714056,,CSD,Connaught No. 457,
4714041,,CSD,Bjorkdale,
4714023,,CSD,Ponass Lake No. 367,
4714840,,CSD,Red Earth 29,
4714077,,CSD,Torch River No. 488,
4714001,,CSD,Hudson Bay No. 394,
4714079,,CSD,White Fox,
4714076,,CSD,Nipawin,
4714074,,CSD,Codette,
4714053,,CSD,Willow Creek No. 458,
4714062,,CSD,Arborfield,
4714038,,CSD,Bjorkdale No. 426,
4714842,,CSD,Kinistin 91,
4714047,,CSD,Star City No. 428,
4714039,,CSD,Mistatim,
4714032,,CSD,Naicam,
4714021,,CSD,Kelvington No. 366,
4714067,,CSD,Moose Range No. 486,
4714846,,CSD,Opaskwayak Cree Nation 27A (Carrot River),
4714069,,CSD,Carrot River,
4714049,,CSD,Star City,
4714004,,CSD,Hudson Bay,
4714072,,CSD,Nipawin No. 487,
4714073,,CSD,Aylsham,
4714841,,CSD,Yellowquill 90,
4714022,,CSD,Kelvington,
4714059,,CSD,Arborfield No. 456,
4714058,,CSD,Ridgedale,
4714061,,CSD,Zenon Park,
4714048,,CSD,Valparaiso,
4714006,,CSD,Porcupine No. 395,
4714028,,CSD,Spalding,
4714025,,CSD,Fosston,
4714009,,CSD,Weekes,
4714093,,CSD,Smeaton,
4714091,,CSD,Love,
4714845,,CSD,Carrot River 29A,
4714051,,CSD,Melfort,
4714044,,CSD,Tisdale,
4714034,,CSD,Barrier Valley No. 397,
4714024,,CSD,Rose Valley,
4714035,,CSD,Pleasantdale No. 398,
4715,,CD,Division No. 15,
4715099,,CSD,Paddockwood No. 520,
4715847,,CSD,Muskoday First Nation,
4715845,,CSD,Beardy's 97 and Okemasis 96,
4715861,,CSD,One Arrow 95-1D,
4715018,065441,CSD,Aberdeen No. 373,
4715041,,CSD,Cudworth,
4715006,,CSD,Lake Lenore,
4715012,,CSD,Bruno,
4715085,,CSD,Albertville,
4715092,,CSD,Meath Park,
4715064,,CSD,Prince Albert No. 461,
4715071,,CSD,Kinistino No. 459,
4715067,,CSD,Birch Hills No. 460,
4715029,,CSD,Laird,
4715038,,CSD,Alvena,
4715002,,CSD,Englefeld,
4715859,,CSD,Beardy's and Okemasis 96 and 97B,
4715036,,CSD,Fish Creek No. 402,
4715072,,CSD,Weldon,
4715052,,CSD,Beatty,
4715848,,CSD,Wahpaton 94A,
4715057,,CSD,St. Louis No. 431,
4715039,,CSD,Hoodoo No. 401,
4715028,,CSD,Waldheim,
4715048,,CSD,Lake Lenore No. 399,
4715017,,CSD,Vonda,
4715045,,CSD,Pilger,
4715004,,CSD,Muenster,
4715862,,CSD,One Arrow 95-1A,
4715850,,CSD,Cumberland 100A,
4715849,,CSD,James Smith 100,
4715091,,CSD,Weirdale,
4715066,,CSD,Prince Albert,
4715068,,CSD,Birch Hills,
4715042,,CSD,Wakaw,
4715003,,CSD,St. Gregor,
4715070,,CSD,Candle Lake,
4715853,,CSD,Montreal Lake 106B,
4715076,,CSD,Christopher Lake,
4715846,,CSD,Opawakoscikan,
4715061,,CSD,Duck Lake No. 463,
4715026,,CSD,Laird No. 404,
4715043,,CSD,Wakaw Lake,
4715857,,CSD,One Arrow 95-1C,
4715047,,CSD,Middle Lake,
4715007,,CSD,Humboldt No. 370,
4715005,,CSD,Annaheim,
4715098,,CSD,Paddockwood,
4715075,,CSD,Lakeland No. 521,
4715054,,CSD,Invergordon No. 430,
4715062,,CSD,Duck Lake,
4715034,,CSD,Hague,
4715014,,CSD,Grant No. 372,
4715049,,CSD,St. Brieux,
4715008,,CSD,Humboldt,
4715079,,CSD,Garden River No. 490,
4715031,,CSD,Rosthern No. 403,
4715051,,CSD,Flett's Springs No. 429,
4715844,,CSD,One Arrow 95,
4715001,,CSD,St. Peter No. 369,
4715094,,CSD,Buckland No. 491,
4715059,,CSD,St. Louis,
4715074,,CSD,Kinistino,
4715032,,CSD,Rosthern,
4715027,,CSD,Hepburn,
4715044,,CSD,Three Lakes No. 400,
4715046,,CSD,St. Benedict,
4715019,065441,CSD,Aberdeen,
4715016,,CSD,Prud'Homme,
4715851,,CSD,Little Red River 106C,
4715011,,CSD,Bayne No. 371,
4716,,CD,Division No. 16,
4716863,,CSD,Chitek Lake 191,
4716894,,CSD,Pelican Lake 191A,
4716856,,CSD,Sturgeon Lake 101,
4716047,,CSD,Shellbrook,
4716023,,CSD,Douglas No. 436,
4716891,,CSD,Muskeg Lake 102D,
4716016,,CSD,Blaine Lake,
4716003,,CSD,Ruddell,
4716008,,CSD,Great Bend No. 405,
4716880,,CSD,Pelican Lake 191B,
4716063,,CSD,Medstead,
4716002,,CSD,Denholm,
4716855,,CSD,Mistawasis 103,
4716890,,CSD,Muskeg Lake 102G,
4716029,066260,CSD,North Battleford,
4716005,,CSD,Mayfield No. 406,
4716053,,CSD,Prince Albert National Park,
4716077,,CSD,Chitek Lake,
4716056,,CSD,Spiritwood No. 496,
4716862,,CSD,Witchekan Lake 117,
4716860,,CSD,Ahtahkakoop 104,
4716051,,CSD,Canwood No. 494,
4716043,,CSD,Pebble Baye,
4716870,,CSD,Lucky Man,
4716886,,CSD,Muskeg Lake 102E,
4716042,,CSD,Leask,
4716024,,CSD,Speers,
4716857,,CSD,Little Red River 106D,
4716057,,CSD,Shell Lake,
4716041,,CSD,Leask No. 464,
4716027,066260,CSD,North Battleford,
4716026,,CSD,Richard,
4716892,,CSD,Sweet Grass 113-L6,
4716011,,CSD,Borden,
4716061,,CSD,Leoville,
4716054,,CSD,Debden,
4716034,,CSD,Rabbit Lake,
4716059,,CSD,Big Shell,
4716044,,CSD,Parkside,
4716854,,CSD,Muskeg Lake Cree Nation 102,
4716013,,CSD,Blaine Lake No. 434,
4716022,,CSD,Hafford,
4716072,,CSD,Big River,
4716882,,CSD,Witchekan Lake 117D,
4716058,,CSD,Spiritwood,
4716038,,CSD,Meeting Lake No. 466,
4716052,,CSD,Canwood,
4716075,,CSD,Big River No. 555,
4716858,,CSD,Big River 118,
4716861,,CSD,Saulteaux 159A,
4716046,,CSD,Shellbrook No. 493,
4716033,,CSD,Round Hill No. 467,
4716028,066271,CSD,North Battleford No. 437,
4716872,,CSD,Muskeg Lake 102B,
4716018,,CSD,Redberry No. 435,
4716014,,CSD,Marcelin,
4716004,,CSD,Maymont,
4716062,,CSD,Medstead No. 497,
4716888,,CSD,Muskeg Lake 102F,
4716019,,CSD,Krydor,
4716009,,CSD,Radisson,
4716060,,CSD,Echo Bay,
4717,,CD,Division No. 17,
4717062,,CSD,Beaver River No. 622,
4717810,,CSD,Ministikwan 161A,
4717808,,CSD,Makwa Lake 129,
4717819,,CSD,Meadow Lake 105A,
4717801,,CSD,Seekaskootch 119,
4717022,,CSD,Wilton No. 472,
4717048,,CSD,Glaslyn,
4717018,,CSD,Maidstone,
4717813,,CSD,Saulteaux 159,
4717004,,CSD,Metinota,
4717039,,CSD,Mervin,
4717809,,CSD,Ministikwan 161,
4717805,,CSD,Flying Dust First Nation 105 (Meadow Lake 105),
4717052,,CSD,Meadow Lake,
4717028,,CSD,Britannia No. 502,
4717011,,CSD,Edam,
4717008,,CSD,Turtle River No. 469,
4717811,,CSD,Big Island Lake Cree Territory,
4717055,,CSD,Dorintosh,
4717820,,CSD,Onion Lake 119-1,
4717058,,CSD,Loon Lake,
4717013,,CSD,Paynton No. 470,
4717024,,CSD,Lashburn,
4717067,,CSD,Pierceland,
4717032,,CSD,Frenchman Butte No. 501,
4717045,,CSD,Mervin No. 499,
4717006,,CSD,Meota,
4717825,,CSD,Min-A-He-Quo-Sis 116C,
4717054,,CSD,Meadow Lake No. 588,
4717066,,CSD,Goodsoil,
4717057,,CSD,Makwa,
4717802,,CSD,Makaoo (Part) 120,
4717036,,CSD,St. Walburg,
4717047,,CSD,Parkdale No. 498,
4717005,,CSD,Aquadeo,
4717019,,CSD,Waseca,
4717053,,CSD,Greig Lake,
4717807,,CSD,Makwa Lake 129B,
4717815,,CSD,Makwa Lake 129C,
4717042,,CSD,Kivimaa-Moonlight Bay,
4717803,,CSD,Thunderchild First Nation 115B,
4717029,,CSD,Lloydminster (Part),
4717816,,CSD,Eagles Lake 165C,
4717034,,CSD,Paradise Hill,
4717804,,CSD,Thunderchild First Nation 115C,
4717041,,CSD,Turtleford,
4717001,,CSD,Meota No. 468,
4717056,,CSD,Loon Lake No. 561,
4717806,,CSD,Waterhen 130,
4717017,,CSD,Eldon No. 471,
4717026,,CSD,Marshall,
4717812,,CSD,Moosomin 112B,
4717002,,CSD,Cochin,
4717014,,CSD,Paynton,
4718,,CD,Division No. 18,
4718824,,CSD,Fond du Lac 227,
4718846,,CSD,Fond du Lac 232,
4718072,,CSD,Michel Village,
4718822,,CSD,Southend 200,
4718033,,CSD,Beauval,
4718844,,CSD,Little Hills 158,
4718849,,CSD,Little Hills 158B,
4718055,,CSD,Pelican Narrows,
4718051,,CSD,Creighton,
4718828,,CSD,Chicken 224,
4718854,,CSD,Kinoosao-Thomas Clark 204,
4718817,,CSD,Canoe Lake 165,
4718823,,CSD,Chicken 225,
4718100,,CSD,Stony Rapids,
4718818,,CSD,Buffalo River Dene Nation 193 (Peter Pond Lake 193),
4718030,,CSD,Jans Bay,
4718808,,CSD,Morin Lake 217,
4718069,,CSD,Patuanak,
4718807,,CSD,La Plonge 192,
4718062,,CSD,Missinipe,
4718813,,CSD,Four Portages 157C,
4718812,,CSD,Kitsakie 156B,
4718023,,CSD,Dore Lake,
4718021,,CSD,Green Lake,
4718802,,CSD,Montreal Lake 106,
4718067,,CSD,Île-à-la-Crosse,
4718832,,CSD,Lac La Hache 220,
4718090,,CSD,"Division No. 18, Unorganized",
4718819,,CSD,Turnor Lake 193B,
4718829,,CSD,Clearwater River Dene Band 223,
4718028,,CSD,Cole Bay,
4718809,,CSD,Lac La Ronge 156,
4718074,,CSD,La Loche,
4718070,,CSD,Buffalo Narrows,
4718058,,CSD,Sandy Bay,
4718015,,CSD,Weyakwin,
4718049,,CSD,Denare Beach,
4718821,,CSD,Sturgeon Weir 184F,
4718065,,CSD,Pinehouse,
4718075,,CSD,Turnor Lake,
4718071,,CSD,St. George's Hill,
4718803,,CSD,Stanley 157,
4718041,,CSD,La Ronge,
4718052,,CSD,Flin Flon (Part),
4718801,,CSD,Cumberland House Cree Nation 20,
4718839,,CSD,Clearwater River Dene 222,
4718833,,CSD,Fond du Lac 229,
4718847,,CSD,Fond du Lac 231,
4718814,,CSD,Wapachewunak 192D,
4718825,,CSD,Brabant Lake,
4718831,,CSD,Grandmother's Bay 219,
4718811,,CSD,Sucker River 156C (Nemebien River 156C),
4718042,,CSD,Air Ronge,
4718810,,CSD,Potato River 156A,
4718820,,CSD,Pelican Narrows 184B,
4718852,,CSD,Kimosom Pwatinahk 203 (Deschambault Lake),
4718012,,CSD,Timber Bay,
4718005,,CSD,Cumberland House,
46,050000,PT,Manitoba,
4601,052600-053300-053200-053100,CD,Division No.  1,
4601057,053211,CSD,Lac du Bonnet,
4601051,053221,CSD,Pinawa,
4601035,052652,CSD,Stuartburn,
4601075,053140,CSD,Powerview-Pine Falls,
4601078,052432,CSD,Victoria Beach,
4601039,053320-053330,CSD,Piney,
4601043,053212-053241-053242,CSD,Reynolds,
4601079,053243-055241,CSD,Shoal Lake (Part) 40,
4601060,053211,CSD,Lac du Bonnet,
4601082,053243-055241,CSD,Shoal Lake (Part) 39A,
4601094,052600-053300-053200-053100,CSD,"Division No.  1, Unorganized",
4601046,053222,CSD,Whitemouth,
4601071,051140-052411-053140-053150,CSD,Alexander,
4601070,053310,CSD,Buffalo Point 36,
4602,052500-052300-052200-052400,CD,Division No.  2,
4602044,052630,CSD,Steinbach,
4602057,052641,CSD,Ste. Anne,
4602053,052642,CSD,La Broquerie,
4602061,052641,CSD,Ste. Anne,
4602037,052620,CSD,St-Pierre-Jolys,
4602027,052651,CSD,Roseau River 2,
4602041,052630,CSD,Hanover,
4602075,052611,CSD,Ritchot,
4602046,052630,CSD,Niverville,
4602032,052620,CSD,De Salaberry,
4602069,052612,CSD,Taché,
4602025,052651,CSD,Franklin,
4602026,,CSD,Roseau Rapids 2A,
4603,052500-052300,CD,Division No.  3,
4603072,052332,CSD,Dufferin,
4603047,052560,CSD,Stanley,
4603050,052560,CSD,Winkler,
4603065,052510,CSD,Morris,
4603058,052520,CSD,Thompson,
4603040,052550,CSD,Altona,
4603033,,CSD,Emerson,
4603067,052510,CSD,Morris,
4603062,052530,CSD,Roland,
4603030,052540,CSD,Montcalm,
4603038,052550,CSD,Gretna,
4603053,052560,CSD,Morden,
4603074,052332,CSD,Carman,
4603042,052550,CSD,Plum Coulee,
4603036,052550,CSD,Rhineland,
4604,051400-052500,CD,Division No.  4,
4604039,051432,CSD,Louise,
4604053,051431,CSD,Cartwright,
4604046,051432,CSD,Crystal City,
4604035,051442,CSD,Manitou,
4604044,051432,CSD,Pilot Mound,
4604063,051441,CSD,Lorne,
4604068,051441,CSD,Swan Lake  7,
4604066,051441,CSD,Somerset,
4604057,051422,CSD,Argyle,
4604033,051442,CSD,Pembina,
4604051,051431,CSD,Roblin,
4605,051300-051400,CD,Division No.  5,
4605063,051312,CSD,Hartney,
4605033,051340,CSD,Boissevain,
4605047,051331,CSD,Waskada,
4605070,051411-052252,CSD,Riverside,
4605061,051312,CSD,Cameron,
4605058,051311,CSD,Albert,
4605050,051322,CSD,Arthur,
4605037,051332,CSD,Winchester,
4605031,051340,CSD,Morton,
4605055,051321,CSD,Edward,
4605043,051331,CSD,Brenda,
4605025,051412,CSD,Killarney - Turtle Mountain,
4605067,051313,CSD,Whitewater,
4605076,051421,CSD,Strathcona,
4605052,051322,CSD,Melita,
4605039,051332,CSD,Deloraine,
4606,051100,CD,Division No.  6,
4606023,051160,CSD,Pipestone,
4606028,051110,CSD,Wallace,
4606040,051120,CSD,Sioux Valley Dakota Nation,
4606034,051110,CSD,Virden,
4606037,051120,CSD,Woodworth,
4606018,051150,CSD,Oak Lake,
4606030,051110,CSD,Elkhorn,
4606029,051160,CSD,Canupawakpa Dakota First Nation (Oak Lake 59),
4606015,051150-055121,CSD,Sifton,
4607,051100-051200,CD,Division No.  7,
4607062,051220,CSD,Brandon,
4607041,051232,CSD,Glenboro,
4607077,051130,CSD,Rivers,
4607057,051140,CSD,Whitehead,
4607071,051211,CSD,Elton,
4607065,051231,CSD,North Cypress,
4607075,051130,CSD,Daly,
4607045,051213,CSD,Oakland,
4607068,051231,CSD,Carberry,
4607051,051170,CSD,Glenwood,
4607053,051170,CSD,Souris,
4607047,051213,CSD,Wawanesa,
4607060,051212,CSD,Cornwallis,
4607038,051232,CSD,South Cypress,
4608,051200,CD,Division No.  8,
4608054,055351,CSD,Lansdowne,
4608031,051242,CSD,South Norfolk,
4608061,055352,CSD,Gladstone,
4608045,051241,CSD,North Norfolk,
4608038,051242,CSD,Treherne,
4608033,051242,CSD,Notre Dame de Lourdes,
4608059,055352,CSD,Westbourne,
4608069,055332,CSD,Sandy Bay 5,
4608066,055353,CSD,Lakeview,
4608042,051243,CSD,Victoria,
4608048,051241,CSD,MacGregor,
4608072,055340,CSD,Glenella,
4609,052300,CD,Division No.  9,
4609026,,CSD,Dakota Plains 6A,
4609029,052311-052312,CSD,Portage la Prairie,
4609024,052311-052312,CSD,Portage la Prairie,
4609020,,CSD,St. Claude,
4609025,,CSD,Long Plain (Part) 6,
4609027,,CSD,Dakota Tipi 1,
4609017,052331,CSD,Grey,
4610,052200-053200-052400,CD,Division No. 10,
4610052,052321,CSD,St. François Xavier,
4610035,052340,CSD,Macdonald,
4610043,052322,CSD,Cartier,
4611,052100,CD,Division No. 11,
4611042,052323,CSD,Headingley,
4611040,052100,CSD,Winnipeg,
4612,,CD,Division No. 12,
4612054,052412-052422,CSD,Brokenhead,
4612047,052431,CSD,Springfield,
4612056,,CSD,Beausejour,
4613,,CD,Division No. 13,
4613062,052412-052422,CSD,Brokenhead 4,
4613056,052412-052421,CSD,St. Clements,
4613043,052242-052244,CSD,St. Andrews,
4613032,052433,CSD,East St. Paul,
4613037,052252,CSD,West St. Paul,
4613049,,CSD,Dunnottar,
4613047,052244,CSD,Selkirk,
4614,052200,CD,Division No. 14,
4614042,052241,CSD,Teulon,
4614015,052251,CSD,Rosser,
4614036,052241-052243,CSD,Rockwood,
4614031,052232,CSD,Woodlands,
4614039,052243,CSD,Stonewall,
4615,055200,CD,Division No. 15,
4615095,055111-055223,CSD,Park (South),
4615071,,CSD,Rolling River 67,
4615046,055233,CSD,Archie,
4615041,055234,CSD,Miniota,
4615038,055243,CSD,Hamiota,
4615020,055261,CSD,Neepawa,
4615078,055262,CSD,Rosedale,
4615075,055254,CSD,Minnedosa,
4615049,055211,CSD,Gambler 63 (Part),
4615091,055253-055254,CSD,Clanwilliam,
4615093,055253,CSD,Erickson,
4615042,055234,CSD,Birdtail Creek 57,
4615060,053243-055241,CSD,Shoal Lake,
4615067,,CSD,Keeseekoowenin 61,
4615057,055232,CSD,Birtle,
4615033,055244,CSD,Blanshard,
4615069,055251,CSD,Harrison,
4615072,,CSD,Rolling River 67B,
4615064,055242,CSD,Strathclair,
4615023,055255,CSD,Odanah,
4615029,055252,CSD,Rapid City,
4615073,051313-055254,CSD,Minto,
4615051,055231,CSD,St-Lazare,
4615062,053243-055241,CSD,Shoal Lake,
4615036,055243,CSD,Hamiota,
4615018,055261,CSD,Langford,
4615048,055231,CSD,Ellice,
4615055,055232,CSD,Birtle,
4615027,055252,CSD,Saskatchewan,
4616,055100,CD,Division No. 16,
4616046,055121-055132,CSD,Valley River 63A,
4616019,055212,CSD,Silver Creek,
4616025,055211,CSD,Gambler 63 (Part),
4616049,055112,CSD,Shell River,
4616052,055112,CSD,Roblin,
4616017,055221,CSD,Waywayseecappo First Nation,
4616032,055211,CSD,Russell,
4616045,055113,CSD,Hillsburg,
4616038,055114,CSD,Shellmouth-Boulton,
4616024,055211,CSD,Russell,
4616029,,CSD,Binscarth,
4616002,055221,CSD,Rossburn,
4616007,055221,CSD,Rossburn,
4617,055100,CD,Division No. 17,
4617050,055121,CSD,Dauphin,
4617048,055121,CSD,Dauphin,
4617076,055311,CSD,Lawrence,
4617092,055100,CSD,"Division No. 17, Unorganized",
4617067,055122,CSD,Ethelbert,
4617057,055132,CSD,Grandview,
4617053,055123,CSD,Gilbert Plains,
4617071,055131,CSD,Mossey River,
4617060,055132,CSD,Grandview,
4617029,055322,CSD,Ebb and Flow 52,
4617042,055321,CSD,Ste. Rose du Lac,
4617073,055131,CSD,Winnipegosis,
4617045,055133,CSD,Ochre River,
4617040,055321,CSD,Ste. Rose,
4617036,055331,CSD,McCreary,
4617063,055122,CSD,Ethelbert,
4617026,055312-055322-055332,CSD,Alonsa,
4617034,055331,CSD,McCreary,
4617055,055123,CSD,Gilbert Plains,
4618,052200,CD,Division No. 18,
4618077,054242,CSD,Riverton,
4618068,054222-054241,CSD,Fisher,
4618091,052200,CSD,"Division No. 18, Unorganized, East Part",
4618074,054242,CSD,Arborg,
4618067,054211,CSD,Fairford (Part) 50,
4618057,054231,CSD,Siglunes,
4618034,052223,CSD,Winnipeg Beach,
4618071,054242,CSD,Bifrost,
4618044,052212,CSD,Coldwell,
4618060,054211-054212-054232,CSD,Grahamdale,
4618063,,CSD,Little Saskatchewan 48,
4618093,052200,CSD,"Division No. 18, Unorganized, West Part",
4618052,052211,CSD,Eriksdale,
4618037,052221-052222,CSD,Armstrong,
4618031,052223,CSD,Gimli,
4618055,052211,CSD,Dog Creek 46,
4618040,052231,CSD,St. Laurent,
4619,056100,CD,Division No. 19,
4619072,056222,CSD,Shoal River Indian Reserve 65A,
4619079,,CSD,Pauingassi First Nation,
4619060,054211,CSD,Fairford (Part) 50,
4619077,057310,CSD,Berens River 13,
4619062,055121,CSD,Dauphin River 48A,
4619052,057330,CSD,Bloodvein 12,
4619068,055312,CSD,Crane River 51,
4619056,,CSD,Fisher River 44,
4619050,,CSD,Fort Alexander 3,
4619082,,CSD,Chemawawin 3,
4619059,054222,CSD,Peguis 1B,
4619045,056100,CSD,"Division No. 19, Unorganized",
4619070,,CSD,Pine Creek 66A,
4619069,054120,CSD,Waterhen 45,
4619051,054110-057320,CSD,Little Grand Rapids 14,
4619058,,CSD,Fisher River 44A,
4619054,,CSD,Black River 9,
4619075,057200,CSD,Poplar River 16,
4619065,,CSD,The Narrows 49,
4619071,,CSD,Swan Lake 65C,
4619061,054221,CSD,Jackhead 43,
4619053,,CSD,Hole or Hollow Water 10,
4620,056200,CD,Division No. 20,
4620032,056221-056242,CSD,Mountain (South),
4620048,056231,CSD,Swan River,
4620039,056232,CSD,Minitonas,
4620055,056221-056242,CSD,Mountain (North),
4620069,056200,CSD,"Division No. 20, Unorganized, North Part",
4620052,056231,CSD,Bowsman,
4620066,056200,CSD,"Division No. 20, Unorganized, South Part",
4620043,056231,CSD,Benito,
4620041,056231,CSD,Swan River,
4620037,056232,CSD,Minitonas,
4621,056100,CD,Division No. 21,
4621071,058510,CSD,Snow Lake,
4621043,,CSD,Opaskwayak Cree Nation 21E,
4621027,054110,CSD,Grand Rapids 33,
4621078,056100,CSD,"Division No. 21, Unorganized",
4621034,,CSD,Opaskwayak Cree Nation 21B,
4621025,054110,CSD,Grand Rapids,
4621052,,CSD,Kelsey,
4621033,,CSD,Opaskwayak Cree Nation 21A,
4621040,,CSD,Opaskwayak Cree Nation 21I,
4621058,056120,CSD,Moose Lake 31A,
4621029,,CSD,Chemawawin 2,
4621035,,CSD,Opaskwayak Cree Nation 21C,
4621064,058520,CSD,Flin Flon (Part),
4621045,056110,CSD,The Pas,
4622,058400,CD,Division No. 22,
4622050,059510,CSD,Oxford House 24,
4622055,,CSD,God's River 86A,
4622064,,CSD,Ilford,
4622801,,CSD,St. Theresa Point,
4622051,057120,CSD,Cross Lake 19,
4622800,,CSD,Wasagamack,
4622065,058420,CSD,York Landing,
4622067,057120,CSD,Cross Lake 19E,
4622046,058400,CSD,"Division No. 22, Unorganized",
4622063,058420,CSD,Split Lake (Part) 171,
4622017,,CSD,Mystery Lake,
4622049,059510,CSD,God's Lake 23,
4622026,052520,CSD,Thompson,
4622058,057150,CSD,Norway House 17,
4622048,,CSD,Garden Hill First Nation,
4622059,058440,CSD,Nelson House 170,
4622052,057120,CSD,Cross Lake 19A,
4622056,059510,CSD,Red Sucker Lake 1976,
4623,059300,CD,Division No. 23,
4623056,059100,CSD,Churchill,
4623039,,CSD,Granville Lake,
4623064,058330,CSD,Pukatawagan 198,
4623022,059300,CSD,Gillam,
4623060,058420,CSD,Split Lake (Part) 171,
4623071,059400,CSD,Shamattawa 1,
4623058,059100,CSD,Churchill 1,
4623062,059300,CSD,"Division No. 23, Unorganized",
4623025,059300,CSD,Gillam,
4623034,058320,CSD,Leaf Rapids,
4623027,,CSD,Fox Lake 2,
4623047,058310,CSD,Lynn Lake,
4623067,058100,CSD,Lac Brochet 197A,
4623037,058410,CSD,South Indian Lake,
4623065,058100,CSD,Brochet 197,
35,040000,PT,Ontario,
