CAPCP Geocodes,EC CLC,UU Scale,UU Name,don't touch this tab
4812004,,CSD,Elizabeth Metis Settlement,
4812004,075146,CSD,Fishing Lake Metis Settlement,
4813,077400,CD,Division No. 13,
4813047,,CSD,Sunset Beach,
4813005,,CSD,Val Quentin,
4813036,076160-076310,CSD,Thorhild County No. 7,
4813019,076123,CSD,Barrhead,
4813002,076221,CSD,Mayerthorpe,
4813030,077434,CSD,Whitecourt,
4813044,076151-076152-076153-076154-077340,CSD,Athabasca County,
4813008,,CSD,Ross Haven,
4813031,076142,CSD,Westlock,
4813051,,CSD,Island Lake South,
4813028,076141-076142,CSD,Westlock County,
4813009,,CSD,Castle Island,
4813015,,CSD,South View,
4813016,,CSD,Sandy Beach,
4813013,,CSD,Birch Cove,
4813014,076223,CSD,Onoway,
4813006,,CSD,West Cove,
4813029,076110-077431-077432-077433-077434,CSD,Woodlands County,
4813055,,CSD,South Baptiste,
4813011,,CSD,Sunset Point,
4813046,076154,CSD,Boyle,
4813018,076121-076122-076123,CSD,Barrhead County No. 11,
4813061,,CSD,Whispering Hills,
4813811,,CSD,Alexis 133,
4813001,076221-076222-076223,CSD,Lac Ste. Anne County,
4813045,,CSD,Mewatha Beach,
4813003,,CSD,Nakamun Park,
4813048,076151,CSD,Athabasca,
4813032,076142,CSD,Clyde,
4813033,,CSD,Larkspur,
4813017,,CSD,Sunrise Beach,
4813057,,CSD,West Baptiste,
4813012,,CSD,Alberta Beach,
4813010,,CSD,Silver Sands,
4813049,076151,CSD,Island Lake,
4813007,,CSD,Yellowstone,
4813053,,CSD,Bondiss,
4814,077200,CD,Division No. 14,
4814028,077250,CSD,Improvement District No. 25 Willmore Wilderness,
4814024,077421,CSD,Edson,
4814003,071210-071320-076210-077230-077240-077260-077421-077422,CSD,Yellowhead County,
4814019,077260,CSD,Hinton,
4815,071500,CD,Division No. 15,
4815027,071520,CSD,Ghost Lake,
4815007,073140,CSD,Crowsnest Pass,
4815045,073110,CSD,Ranchland No. 66,
4815035,071400-071420-071430-071440,CSD,Banff,
4815802,,CSD,"Stoney 142, 143, 144",
4815013,071530-071540,CSD,Kananaskis,
4815023,071520,CSD,Canmore,
4815030,,CSD,Waiparous,
4815033,071100,CSD,Jasper,
4815037,071100,CSD,Improvement District No. 12 Jasper Park,
4815032,071400-071420-071430-071440,CSD,Improvement District No.  9 Banff,
4815015,071510-071520,CSD,Bighorn No. 8,
4816,079200,CD,Division No. 16,
4816037,079221,CSD,Fort McMurray,
4816856,079210,CSD,Fort Mackay,
4816857,079121,CSD,Namur River 174A,
4816821,,CSD,Gregoire Lake 176,
4816831,079133,CSD,Chipewyan 201A,
4816051,079121-079122-079123-079131-079132-079133-079210-079221-079222-079223-079231-079232-079242-079243,CSD,Improvement District No. 24 Wood Buffalo,
4816849,,CSD,Old Fort 217,
4816037,079111-079112-079113-079114,CSD,Wood Buffalo,
4816817,079243,CSD,Janvier 194,
4816822,,CSD,Gregoire Lake 176A,
4816860,,CSD,Thebathi 196,
4816858,079121,CSD,Namur Lake 174B,
4816856,,CSD,Fort McKay 174,
4816850,,CSD,Allison Bay 219,
4816855,,CSD,Charles Lake 225,
4816852,,CSD,Dog Head 218,
4816861,,CSD,Thabacha Náre 196A,
4817,077300,CD,Division No. 17,
4817027,076243-077311-077312-077313-077440-078280-078320,CSD,Big Lakes,
4817031,077330-078331-078332-078333-078334,CSD,Opportunity No. 17,
4817833,,CSD,Sawridge 150H,
4817856,,CSD,Woodland Cree 226,
4817860,078332,CSD,Loon Lake 235,
4817039,078262,CSD,Nampa,
4817838,,CSD,Tall Cree 173,
4817033,076130-077321-077322-077323,CSD,Lesser Slave River No.124,
4817855,078333,CSD,Desmarais,
4817817,,CSD,Jean Baptiste Gambler 183,
4817848,078116,CSD,Bushe River 207,
4817830,,CSD,Kapawe'no First Nation (Pakashan 150D),
4817078,078241,CSD,Manning,
4817858,,CSD,Kapawe'no First Nation (Grouard 230),
4817841,,CSD,Beaver Ranch 163,
4817076,078241-078242,CSD,Northern Lights County,
4817821,078333,CSD,Wabasca 166B,
4817842,,CSD,Boyer 164,
4817840,,CSD,Tall Cree 173A,
4817062,078211-078212-078213,CSD,Clear Hills,
4817093,078116,CSD,High Level,
4817029,077321,CSD,Slave Lake,
4817823,078333,CSD,Wabasca 166D,
4817843,,CSD,Child Lake 164A,
4817824,078313,CSD,Utikoomak Lake 155,
4817835,078133,CSD,Fox Lake 162,
4817828,077313,CSD,Drift Pile River 150,
4817837,078133,CSD,John d'Or Prairie 215,
4817857,,CSD,Woodland Cree 228,
4817097,078112,CSD,Rainbow Lake,
4817064,078213,CSD,Hines Creek,
4817832,,CSD,Sawridge 150G,
4817849,,CSD,Upper Hay River 212,
4817845,,CSD,Hay Lake 209,
4817021,078280,CSD,High Prairie,
4817026,078261-078262-078311-078312-078313,CSD,Northern Sunrise County,
4817829,,CSD,Sucker Creek 150A,
4817825,078211-078212-078213,CSD,Clear Hills 152C,
4817852,,CSD,Kapawe'no First Nation (Halcro 150C),
4817836,,CSD,Kapawe'no First Nation (Freeman 150B),
4817819,078333,CSD,Wabasca 166A,
4817853,,CSD,Little Buffalo,
4817024,077440,CSD,Swan Hills,
4817095,078111-078112-078113-078114-078115-078116-078131-078132-078133-078134-078135,CSD,Mackenzie County,
4817827,078313,CSD,Utikoomak Lake 155A,
4817831,077440,CSD,Swan River 150E,
4817818,078333,CSD,Wabasca 166,
4817822,078333,CSD,Wabasca 166C,
4817859,078132,CSD,Fort Vermilion 173B,
4817854,,CSD,Carcajou 187,
4817027,078320,CSD,Peavine Metis Settlement,
4817027,078320,CSD,Gift Lake Metis Settlement,
4817076,078120,CSD,Paddle Prairie Metis Settlement,
4817027,,CSD,East Prairie Metis Settlement,
4818,077200,CD,Division No. 18,
4818002,077410,CSD,Fox Creek,
4818015,077121-077122-077123-077124-077125-077126-077210-077220-077410,CSD,Greenview No. 16,
4818005,077210,CSD,Grande Cache,
4818818,077125,CSD,Sturgeon Lake 154A,
4818816,077125,CSD,Sturgeon Lake 154,
4818018,077126,CSD,Valleyview,
4819,077100,CD,Division No. 19,
4819826,,CSD,Duncan's 151A,
4819066,078232,CSD,Fairview No. 136,
4819038,078210-078220-078262,CSD,Peace River,
4819042,078270,CSD,McLennan,
4819044,,CSD,Donnelly,
4819071,078233,CSD,Peace No. 135,
4819058,078231,CSD,Spirit River,
4819068,078232,CSD,Fairview,
4819012,077113,CSD,Grande Prairie,
4819072,,CSD,Berwyn,
4819054,078231,CSD,Spirit River No. 133,
4819059,078221-078222-078223,CSD,Saddle Hills County,
4819046,078270,CSD,Falher,
4819008,077111,CSD,Hythe,
4819009,077111,CSD,Beaverlodge,
4819014,077112,CSD,Sexsmith,
4819048,,CSD,Girouxville,
4819011,077113,CSD,Wembley,
4819074,078233,CSD,Grimshaw,
4819815,,CSD,Horse Lakes 152B,
4819041,078270,CSD,Smoky River No. 130,
4819056,078231,CSD,Rycroft,
4819049,078251-078252,CSD,Birch Hills County,
4819006,077111-077112-077113,CSD,Grande Prairie County No. 1,
47,060000,PT,Saskatchewan,
4701,,CD,Division No.  1,
4701811,,CSD,Ocean Man 69B,
4701816,,CSD,Ocean Man 69I,
4701814,,CSD,Ocean Man 69F,
4701067,,CSD,Heward,
4701072,,CSD,Hazelwood No. 94,
4701808,,CSD,White Bear 70,
4701054,,CSD,Manor,
4701036,,CSD,Moose Creek No. 33,
4701006,,CSD,Mount Pleasant No. 2,
4701817,,CSD,Ocean Man 69H,
4701053,,CSD,Moose Mountain No. 63,
4701094,,CSD,Maryfield No. 91,
4701809,,CSD,Ocean Man 69,
4701058,,CSD,Brock No. 64,
4701044,,CSD,Storthoaks,
4701016,,CSD,Coalfields No. 4,
4701014,,CSD,Oxbow,
4701001,,CSD,Argyle No. 1,
4701018,,CSD,North Portal,
4701079,,CSD,Kenosee Lake,
4701078,,CSD,Wawota,
4701048,,CSD,Antler,
4701032,,CSD,Lampman,
4701037,,CSD,Alameda,
4701063,,CSD,Tecumseh No. 65,
4701091,,CSD,Walpole No. 92,
4701011,,CSD,Enniskillen No. 3,
4701818,,CSD,Ocean Man 69D,
4701819,,CSD,Pheasant Rump 68,
4701069,,CSD,Golden West No. 95,
4701098,,CSD,Fairlight,
4701043,,CSD,Storthoaks No. 31,
4701004,,CSD,Carievale,
4701076,,CSD,Wawken No. 93,
4701077,,CSD,Kennedy,
4701066,,CSD,Stoughton,
4701019,,CSD,Roche Percee,
4701041,,CSD,Alida,
4701810,,CSD,Ocean Man 69A,
4701815,,CSD,Ocean Man 69G,
4701096,,CSD,Maryfield,
4701047,,CSD,Antler No. 61,
4701049,,CSD,Redvers,
4701021,,CSD,Bienfait,
4701012,,CSD,Glen Ewen,
4701008,,CSD,Carnduff,
4701812,,CSD,Ocean Man 69C,
4701813,,CSD,Ocean Man 69E,
4701064,,CSD,Forget,
4701061,,CSD,Kisbey,
4701059,,CSD,Arcola,
4701056,,CSD,Carlyle,
4701027,,CSD,Benson No. 35,
4701031,,CSD,Browning No. 34,
4701039,,CSD,Reciprocity No. 32,
4701022,,CSD,Estevan No. 5,
4701024,,CSD,Estevan,
4701017,,CSD,Frobisher,
4701002,,CSD,Gainsborough,
4702,,CD,Division No.  2,
4702069,,CSD,Scott No. 98,
4702052,,CSD,Norton No. 69,
4702048,,CSD,McTaggart,
4702058,,CSD,Ogema,
4702026,,CSD,The Gap No. 39,
4702011,,CSD,Lake Alma No. 8,
4702016,,CSD,Minton,
4702078,,CSD,Fillmore,
4702051,,CSD,Brokenshell No. 68,
4702024,,CSD,Bengough No. 40,
4702028,,CSD,Ceylon,
4702038,,CSD,Halbrite,
4702039,,CSD,Midale,
4702800,,CSD,Piapot Cree First Nation 75H,
4702057,,CSD,Key West No. 70,
4702054,,CSD,Pangman,
4702031,,CSD,Radville,
4702036,,CSD,Goodwater,
4702041,,CSD,Macoun,
4702072,,CSD,Yellow Grass,
4702062,,CSD,Avonlea,
4702073,,CSD,Wellington No. 97,
4702042,,CSD,Griffin No. 66,
4702047,,CSD,Weyburn,
4702029,,CSD,Laurier No. 38,
4702012,,CSD,Lake Alma,
4702076,,CSD,Fillmore No. 96,
4702023,,CSD,Bengough,
4702018,,CSD,Happy Valley No. 10,
4702014,,CSD,Surprise Valley No. 9,
4702015,,CSD,Gladmar,
4702066,,CSD,Caledonia No. 99,
4702061,,CSD,Elmsthorpe No. 100,
4702071,,CSD,Lang,
4702067,,CSD,Milestone,
4702077,,CSD,Osage,
4702044,,CSD,Weyburn No. 67,
4702079,,CSD,Creelman,
4702033,,CSD,Lomond No. 37,
4702006,,CSD,Souris Valley No. 7,
4702001,,CSD,Cambria No. 6,
4702037,,CSD,Cymri No. 36,
4702008,,CSD,Tribune,
4702002,,CSD,Torquay,
4703,,CD,Division No.  3,
4703052,,CSD,Hazenmore,
4703011,,CSD,Old Post No. 43,
4703028,,CSD,Willow Bunch,
4703036,,CSD,Assiniboia,
4703009,,CSD,Rockglen,
4703064,,CSD,Glen Bain No. 105,
4703074,,CSD,Sutton No. 103,
4703048,,CSD,Pinto Creek No. 75,
4703026,,CSD,Willow Bunch No. 42,
4703068,,CSD,Gravelbourg No. 104,
4703061,,CSD,Neville,
4703092,,CSD,Mossbank,
4703042,,CSD,Wood River No. 74,
4703034,,CSD,Lake of the Rivers No. 72,
4703016,,CSD,Glen McPherson No. 46,
4703018,,CSD,Mankota No. 45,
4703019,,CSD,Mankota,
4703001,,CSD,Hart Butte No. 11,
4703059,,CSD,Whiska Creek No. 106,
4703071,,CSD,Gravelbourg,
4703029,,CSD,Excel No. 71,
4703006,,CSD,Poplar Valley No. 12,
4703004,,CSD,Coronach,
4703058,,CSD,Ponteix,
4703038,,CSD,Stonehenge No. 73,
4703051,,CSD,Kincaid,
4703044,,CSD,Lafleche,
4703801,,CSD,Wood Mountain 160,
4703062,,CSD,Vanguard,
4703093,,CSD,Lake Johnston No. 102,
4703054,,CSD,Auvergne No. 76,
4703096,,CSD,Terrell No. 101,
4703041,,CSD,Limerick,
4703022,,CSD,Waverley No. 44,
4703012,,CSD,Wood Mountain,
4704,,CD,Division No.  4,
4704048,,CSD,Maple Creek,
4704058,,CSD,Bone Creek No. 108,
4704003,,CSD,Val Marie No. 17,
4704050,,CSD,Piapot No. 110,
4704038,,CSD,Arlington No. 79,
4704028,,CSD,Wise Creek No. 77,
4704006,,CSD,Lone Tree No. 18,
4704026,,CSD,Eastend,
4704011,,CSD,Frontier No. 19,
4704061,,CSD,Lac Pelletier No. 107,
4704019,,CSD,Reno No. 51,
4704021,,CSD,Consul,
4704002,,CSD,Val Marie,
4704045,,CSD,Maple Creek No. 111,
4704056,,CSD,Carmichael,
4704024,,CSD,White Valley No. 49,
4704036,,CSD,Shaunavon,
4704012,,CSD,Frontier,
4704802,,CSD,Nekaneet Cree Nation,
4704034,,CSD,Grassy Creek No. 78,
4704054,,CSD,Carmichael No. 109,
4704008,,CSD,Bracken,
4704009,,CSD,Climax,
4704029,,CSD,Cadillac,
4705,,CD,Division No.  5,
4705093,,CSD,Churchbridge No. 211,
4705094,,CSD,Churchbridge,
4705803,,CSD,Cowessess 73,
4705052,,CSD,Esterhazy,
4705037,,CSD,Rocanville No. 151,
4705042,,CSD,Tantallon,
4705021,,CSD,Glenavon,
4705009,,CSD,Wapella,
4705804,,CSD,Kahkewistahaw 72,
4705808,,CSD,Little Bone 74B,
4705068,,CSD,Duff,
4705061,,CSD,Waldron,
4705044,,CSD,Gerald,
4705050,,CSD,West End,
4705806,,CSD,Ochapowace 71,
4705024,,CSD,Wolseley,
4705029,,CSD,Grenfell,
4705014,,CSD,Kingsley No. 124,
4705011,,CSD,Silverwood No. 123,
4705016,,CSD,Kipling,
4705825,,CSD,Ochapowace 71-51,
4705027,,CSD,Wolseley No. 155,
4705060,,CSD,Melville Beach,
4705033,,CSD,Willowdale No. 153,
4705031,,CSD,Broadview,
4705059,,CSD,Grayson,
4705028,,CSD,Elcapo No. 154,
4705814,,CSD,Ochapowace 71-10,
4705038,,CSD,Rocanville,
4705006,,CSD,Welwyn,
4705821,,CSD,Ochapowace 71-26,
4705822,,CSD,Ochapowace 71-70,
4705019,,CSD,Windthorst,
4705004,,CSD,Moosomin,
4705043,,CSD,Spy Hill,
4705077,,CSD,Saltcoats No. 213,
4705071,,CSD,Fenwood,
4705063,,CSD,McLeod No. 185,
4705823,,CSD,Ochapowace 71-7,
4705818,,CSD,Ochapowace 71-54,
4705066,,CSD,Lemberg,
4705067,,CSD,Stanley No. 215,
4705073,,CSD,Cana No. 214,
4705078,,CSD,Saltcoats,
4705079,,CSD,Bredenbury,
4705051,,CSD,Fertile Belt No. 183,
4705062,,CSD,Killaly,
4705826,,CSD,Ochapowace 71-44,
4705041,,CSD,Spy Hill No. 152,
4705002,,CSD,Fleming,
4705057,,CSD,Grayson No. 184,
4705054,,CSD,Bangor,
4705058,,CSD,Dubuc,
4705805,,CSD,Sakimay 74,
4705055,,CSD,Bird's Point,
4705069,,CSD,Goodeve,
4705096,,CSD,MacNutt,
4705047,,CSD,Langenburg No. 181,
4705824,,CSD,Ochapowace 71-18,
4705064,,CSD,Neudorf,
4705048,,CSD,Langenburg,
4705053,,CSD,Atwater,
4705807,,CSD,Shesheep 74A,
4705049,,CSD,Yarbo,
4705018,,CSD,Chester No. 125,
4705034,,CSD,Whitewood,
4705007,,CSD,Martin No. 122,
4705074,,CSD,Melville,
4705056,,CSD,Stockholm,
4705001,,CSD,Moosomin No. 121,
4706,,CD,Division No.  6,
4706070,,CSD,Longlaketon No. 219,
4706096,,CSD,Lipton No. 217,
4706828,,CSD,Star Blanket 83C,
4706042,,CSD,Abernethy No. 186,
4706820,,CSD,Wa-Pii Moos-Toosis (White Calf) 83A,
4706030,,CSD,White City,
4706014,,CSD,Wilcox,
4706060,,CSD,Wee Too Beach,
4706048,,CSD,North Qu'Appelle No. 187,
4706056,062313,CSD,Lumsden,
4706034,,CSD,South Qu'Appelle No. 157,
4706026,,CSD,Sherwood No. 159,
4706032,,CSD,Balgonie,
4706016,,CSD,Redburn No. 130,
4706007,,CSD,Vibank,
4706017,,CSD,Rouleau,
4706080,,CSD,Glen Harbour,
4706023,,CSD,Pense,
4706073,,CSD,Bulyea,
4706076,,CSD,Sunset Cove,
4706091,,CSD,Cupar No. 218,
4706065,,CSD,Alice Beach,
4706815,,CSD,Okanese 82,
4706811,,CSD,Standing Buffalo 78,
4706047,,CSD,Balcarres,
4706049,,CSD,Lebret,
4706004,,CSD,Francis No. 127,
4706039,,CSD,Indian Head,
4706067,,CSD,Holdfast,
4706021,,CSD,Pense No. 160,
4706027,062100,CSD,Regina,
4706003,,CSD,Kendal,
4706009,,CSD,Francis,
4706081,,CSD,North Grove,
4706054,,CSD,Disley,
4706074,,CSD,Strasbourg,
4706059,,CSD,Dufferin No. 190,
4706068,,CSD,Dilke,
4706055,,CSD,Buena Vista,
4706098,,CSD,Lipton,
4706057,,CSD,Lumsden Beach,
4706813,,CSD,Muscowpetung 80,
4706812,,CSD,Pasqua 79,
4706045,,CSD,Fort San,
4706022,,CSD,Belle Plaine,
4706031,,CSD,Pilot Butte,
4706013,,CSD,Bratt's Lake No. 129,
4706011,,CSD,Lajord No. 128,
4706001,,CSD,Montmartre No. 126,
4706810,,CSD,Assiniboine 76,
4706018,,CSD,Briercrest,
4706002,,CSD,Montmartre,
4706046,,CSD,Abernethy,
4706079,,CSD,Earl Grey,
4706063,,CSD,Sarnia No. 221,
4706085,,CSD,Island View,
4706099,,CSD,Tullymet No. 216,
4706093,,CSD,Markinch,
4706072,,CSD,Saskatchewan Beach,
4706809,,CSD,Piapot 75,
4706829,,CSD,Treaty Four Reserve Grounds 77,
4706033,,CSD,Edenwold,
4706036,,CSD,Qu'Appelle,
4706028,,CSD,Grand Coulee,
4706019,,CSD,Drinkwater,
4706041,,CSD,Sintaluta,
4706064,,CSD,Chamberlain,
4706094,,CSD,Cupar,
4706814,,CSD,Little Black Bear 84,
4706097,,CSD,Dysart,
4706053,062313,CSD,Lumsden No. 189,
4706077,,CSD,Silton,
4706058,062313,CSD,Regina Beach,
4706075,,CSD,Kannata Valley,
4706051,,CSD,Fort Qu'Appelle,
4706050,,CSD,Katepwa,
4706038,,CSD,Indian Head No. 156,
4706008,,CSD,Sedley,
4706029,,CSD,Edenwold No. 158,
4706082,,CSD,Pelican Pointe,
4706061,,CSD,Bethune,
4706071,,CSD,McKillop No. 220,
4706069,,CSD,Grandview Beach,
4706092,,CSD,Southey,
4706818,,CSD,Star Blanket 83,
4706078,062313,CSD,Craven,
4706052,,CSD,B-Say-Tah,
4706037,,CSD,McLean,
4706006,,CSD,Odessa,
4706816,,CSD,Peepeekisis 81,
4706062,,CSD,Findlater,
4707,,CD,Division No.  7,
4707093,,CSD,Aylesbury,
4707045,,CSD,Sun Valley,
4707028,,CSD,Ernfold,
4707016,,CSD,Hodgeville,
4707012,,CSD,Shamrock,
4707036,,CSD,Caron No. 162,
4707021,,CSD,Excelsior No. 166,
4707077,,CSD,Tugaske,
4707020,,CSD,Beaver Flat,
4707044,,CSD,Marquis,
4707043,,CSD,Tuxford,
4707014,,CSD,Lawtonia No. 135,
4707066,,CSD,King George No. 256,
4707091,,CSD,Craik No. 222,
4707031,,CSD,Chaplin,
4707034,,CSD,Mortlach,
4707037,,CSD,Caronport,
4707011,,CSD,Shamrock No. 134,
4707006,,CSD,Rodgers No. 133,
4707071,,CSD,Maple Bush No. 224,
4707076,,CSD,Huron No. 223,
4707053,,CSD,Enfield No. 194,
4707029,,CSD,Chaplin No. 164,
4707046,,CSD,Keeler,
4707026,,CSD,Herbert,
4707039,,CSD,Moose Jaw,
4707054,,CSD,Central Butte,
4707049,,CSD,Eyebrow,
4707022,,CSD,Waldeck,
4707027,,CSD,Morse,
4707008,,CSD,Coderre,
4707004,,CSD,Hillsborough No. 132,
4707068,,CSD,Coteau Beach,
4707063,,CSD,Victory No. 226,
4707059,,CSD,Lucky Lake,
4707074,,CSD,Mistusinne,
4707048,,CSD,Brownlee,
4707051,,CSD,South Lake,
4707038,,CSD,Moose Jaw No. 161,
4707058,,CSD,Canaan No. 225,
4707092,,CSD,Craik,
4707024,,CSD,Morse No. 165,
4707023,,CSD,Rush Lake,
4707018,,CSD,Coulee No. 136,
4707067,,CSD,Coteau No. 255,
4707062,,CSD,Beechy,
4707072,,CSD,Riverhurst,
4707047,,CSD,Eyebrow No. 193,
4707042,,CSD,Marquis No. 191,
4707032,,CSD,Wheatlands No. 163,
4707001,,CSD,Baildon No. 131,
4708,,CD,Division No.  8,
4708076,,CSD,Eston,
4708034,,CSD,Pennant,
4708042,,CSD,Lacadena No. 228,
4708071,,CSD,Newcombe No. 260,
4708068,,CSD,Eatonia,
4708046,,CSD,Miry Creek No. 229,
4708057,,CSD,Prelate,
4708059,,CSD,Mendham,
4708021,,CSD,Enterprise No. 142,
4708038,,CSD,Saskatchewan Landing No. 167,
4708008,,CSD,Webb,
4708053,,CSD,Clinworth No. 230,
4708058,,CSD,Leader,
4708054,,CSD,Sceptre,
4708039,,CSD,Stewart Valley,
4708018,,CSD,Golden Prairie,
4708006,,CSD,Webb No. 138,
4708032,,CSD,Cabri,
4708009,,CSD,Gull Lake No. 139,
4708001,,CSD,Swift Current No. 137,
4708065,,CSD,Chesterfield No. 261,
4708092,,CSD,Monet No. 257,
4708049,,CSD,Lancer,
4708028,,CSD,Pittville No. 169,
4708029,,CSD,Hazlet,
4708036,,CSD,Success,
4708004,,CSD,Swift Current,
4708094,,CSD,Elrose,
4708024,,CSD,Fox Valley No. 171,
4708047,,CSD,Shackleton,
4708061,,CSD,Deer Forks No. 232,
4708062,,CSD,Burstall,
4708012,,CSD,Tompkins,
4708031,,CSD,Riverside No. 168,
4708048,,CSD,Abbey,
4708044,,CSD,Kyle,
4708022,,CSD,Richmound,
4708026,,CSD,Fox Valley,
4708016,,CSD,Big Stick No. 141,
4708011,,CSD,Gull Lake,
4708074,,CSD,Snipe Lake No. 259,
4708056,,CSD,Happyland No. 231,
4709,,CD,Division No.  9,
4709062,,CSD,Preeceville No. 334,
4709065,,CSD,Endeavour,
4709056,,CSD,Rama,
4709076,,CSD,Arran,
4709029,,CSD,Good Lake No. 274,
4709039,,CSD,Kamsack,
4709824,,CSD,Keeseekoose 66-CA-04,
4709060,,CSD,Hazel Dell No. 335,
4709049,,CSD,Buchanan No. 304,
4709067,,CSD,Clayton No. 333,
4709023,,CSD,Insinger No. 275,
4709006,,CSD,Wallace No. 243,
4709032,,CSD,Canora,
4709071,,CSD,Hyas,
4709024,,CSD,Sheho,
4709012,,CSD,Yorkton,
4709002,,CSD,Calder,
4709075,,CSD,Livingston No. 331,
4709058,,CSD,Invermay,
4709072,,CSD,Norquay,
4709042,,CSD,St. Philips No. 301,
4709820,,CSD,Keeseekoose 66,
4709001,,CSD,Calder No. 241,
4709054,,CSD,Invermay No. 305,
4709066,,CSD,Sturgis,
4709028,,CSD,Theodore,
4709016,,CSD,Springside,
4709828,,CSD,Keeseekoose 66-CA-06,
4709011,,CSD,Orkney No. 244,
4709009,,CSD,Rhein,
4709061,,CSD,Lintlaw,
4709046,,CSD,Keys No. 303,
4709044,,CSD,Pelly,
4709819,,CSD,Cote 64,
4709019,,CSD,Garry No. 245,
4709038,,CSD,Togo,
4709826,,CSD,Keeseekoose 66-CA-05,
4709037,,CSD,Cote No. 271,
4709064,,CSD,Preeceville,
4709821,,CSD,The Key 65,
4709832,,CSD,Keeseekoose 66-KE-05,
4709822,,CSD,Keeseekoose 66A,
4709033,,CSD,Sliding Hills No. 273,
4709069,,CSD,Stenen,
4709830,,CSD,Keeseekoose 66-KE-04,
4709014,,CSD,Ebenezer,
4709053,,CSD,Buchanan,
4710,,CD,Division No. 10,
4710826,,CSD,Fishing Lake 89,
4710847,,CSD,Muskowekwan 85-10,
4710848,,CSD,Muskowekwan 85-1,
4710047,,CSD,Wynyard,
4710043,,CSD,Elfros,
4710031,,CSD,Emerald No. 277,
4710825,,CSD,Poorman 88,
4710008,,CSD,Kellross No. 247,
4710849,,CSD,Muskowekwan 85-8,
4710014,,CSD,Touchwood No. 248,
4710011,,CSD,Leross,
4710846,,CSD,Muskowekwan 85-27,
4710056,,CSD,Leroy No. 339,
4710054,,CSD,Jansen,
4710051,,CSD,Dafoe,
4710036,,CSD,Foam Lake No. 276,
4710828,,CSD,Beardy's and Okemasis 96 and 97A,
4710012,,CSD,Lestock,
4710842,,CSD,Muskowekwan 85-23,
4710035,,CSD,Leslie Beach,
4710824,,CSD,Day Star 87,
4710061,,CSD,Lakeside No. 338,
4710071,,CSD,Sasman No. 336,
4710854,,CSD,Fishing Lake 89A,
4710852,,CSD,Muskowekwan 85-31,
4710823,,CSD,Gordon 86,
4710845,,CSD,Muskowekwan 85-22,
4710844,,CSD,Muskowekwan 85-24,
4710836,,CSD,Muskowekwan 85-33,
4710003,,CSD,Ituna Bon Accord No. 246,
4710834,,CSD,Muskowekwan 85-26,
4710840,,CSD,Muskowekwan 85-29,
4710068,,CSD,Wadena,
4710027,,CSD,Raymore,
4710028,,CSD,Quinton,
4710850,,CSD,Muskowekwan 85-15,
4710066,,CSD,Lakeview No. 337,
4710072,,CSD,Margo,
4710024,,CSD,Mount Hope No. 279,
4710029,,CSD,Punnichy,
4710838,,CSD,Muskowekwan 85-28,
4710832,,CSD,Muskowekwan 85-17,
4710004,,CSD,Ituna,
4710052,,CSD,Prairie Rose No. 309,
4710062,,CSD,Watson,
4710058,,CSD,Leroy,
4710843,,CSD,Muskowekwan 85-12,
4710009,,CSD,Kelliher,
4710002,,CSD,Hubbard,
4710022,,CSD,Semans,
4710064,,CSD,Quill Lake,
4710041,,CSD,Elfros No. 307,
4710034,,CSD,Chorney Beach,
4710046,,CSD,Big Quill No. 308,
4710038,,CSD,Foam Lake,
4710822,,CSD,Muskowekwan 85,
4710851,,CSD,Muskowekwan 85-2A,
4711,,CD,Division No. 11,
4711061,065521,CSD,Dundurn No. 314,
4711039,,CSD,Wood Creek No. 281,
4711022,,CSD,Strongfield,
4711016,065542,CSD,Willner No. 253,
4711008,065543,CSD,Imperial,
4711014,065541,CSD,Davidson,
4711065,065432,CSD,Corman Park No. 344,
4711066,065100,CSD,Saskatoon,
4711069,065453,CSD,Blucher No. 343,
4711079,065451,CSD,Colonsay,
4711041,,CSD,Simpson,
4711021,065524,CSD,Loreburn,
4711067,065432,CSD,Langham,
4711068,065432,CSD,Warman,
4711076,065451,CSD,Colonsay No. 342,
4711074,065453,CSD,Elstow,
4711046,,CSD,Usborne No. 310,
4711027,,CSD,Outlook,
4711054,,CSD,Manitou Beach,
4711029,,CSD,Glenside,
4711003,,CSD,Last Mountain Valley No. 250,
4711009,,CSD,Liberty,
4711073,,CSD,Dalmeny,
4711070,065432,CSD,Martensville,
4711091,,CSD,Viscount No. 341,
4711072,065453,CSD,Allan,
4711048,,CSD,Drake,
4711036,,CSD,Kenaston,
4711031,,CSD,Rosedale No. 283,
4711028,,CSD,Broderick,
4711024,065524,CSD,Hawarden,
4711002,,CSD,Duval,
4711092,,CSD,Viscount,
4711078,,CSD,Meacham,
4711064,,CSD,Shields,
4711063,,CSD,Dundurn,
4711060,,CSD,Thode,
4711018,065524,CSD,Loreburn No. 254,
4711042,,CSD,Wreford No. 280,
4711019,065524,CSD,Elbow,
4711004,,CSD,Govan,
4711007,,CSD,Etters Beach,
4711044,,CSD,Nokomis,
4711096,,CSD,Wolverine No. 340,
4711077,065453,CSD,Clavet,
4711828,,CSD,Whitecap,
4711071,065453,CSD,Bradwell,
4711058,,CSD,Zelma,
4711032,,CSD,Hanley,
4711034,,CSD,McCraney No. 282,
4711006,,CSD,Big Arm No. 251,
4711053,,CSD,Watrous,
